collector_number,name,types,domain,description,alt_text,paraphrase,implementation_status,issues_or_mismatches,rbexp_refs
OGS-013/024,"Garen, Commander",unit,order,Other friendly units have +1 [S] here.,"Riftbound Unit: Garen, Commander. Other friendly units have +1 [S] here.",Other friendly units have +1 [S] here.,FULL,,Full_Card_Audit.json
OGS-007/024,"Garen, Rugged",unit,body,"[Assault 2], [Shield 2] (+2 [S] while I'm an attacker or defender.)","Riftbound Unit: Garen, Rugged. [Assault 2], [Shield 2] (+2 [S] while I'm an attacker or defender.)","[Assault 2], [Shield 2] (+2 [S] while I'm an attacker or defender.)",FULL,,Full_Card_Audit.json
SFD-068/221,Gearhead,unit,mind,"[Accelerate]**   ** (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
Each Equipment attached to me gives double its base Might bonus.","Riftbound Unit: Gearhead. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
Each Equipment attached to me gives double its base Might bonus.",[Accelerate]** ** (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) Each Equipment attached to me gives double its base Might bonus.,UNKNOWN,,
SFD-007/221,Gem Jammer,unit,fury,"When you play me, give a unit [Ganking] this turn.  (It can move from battlefield to battlefield.)","Riftbound Unit: Gem Jammer. When you play me, give a unit [Ganking] this turn. (It can move from battlefield to battlefield.)","On play, give a unit [Ganking] this turn. (It can move from battlefield to battlefield.)",UNKNOWN,,
OGN-100/298,Gemcraft Seer,unit,mind,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
Other friendly units have [Vision].","Riftbound Unit: Gemcraft Seer. [Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
Other friendly units have [Vision].","[Vision] (On play, look at the top card of your Main Deck. Optional: recycle it.) Other friendly units have [Vision].",FULL,,Full_Card_Audit.json
SFD-165/221,Glasc Mixologist,unit,order,"[Deathknell] — You may play a unit with cost no more than [3] and no more than [A] from your trash, ignoring its cost. ( When I die, get the effect.)","Riftbound Unit: Glasc Mixologist. [Deathknell] — You may play a unit with cost no more than [3] and no more than [A] from your trash, ignoring its cost. (When I die, get the effect.)","[Deathknell] — Optional: play a unit with cost no more than [3] and no more than [A] from your trash, ignoring its cost. ( When I die, get the effect.)",UNKNOWN,,
SFD-035/221,Guardian of the Passage,unit,calm,"When I hold, you may return a unit or gear from your trash to your hand.","Riftbound Unit: Guardian of the Passage. When I hold, you may return a unit or gear from your trash to your hand.","When I hold, Optional: return a unit or gear from your trash to your hand.",UNKNOWN,,
OGN-234/298,Harnessed Dragon,unit,order,"When you play me, kill an enemy unit.","Riftbound Unit: Harnessed Dragon. When you play me, kill an enemy unit.","On play, kill an enemy unit.",FULL,,Full_Card_Audit.json
SFD-137/221,Harpoon Squad,unit,chaos,,,No rules text.,UNKNOWN,,
OGN-111/298,"Heimerdinger, Inventor",unit,mind,"I have all [T] abilities of all friendly legends, units, and gear.","Riftbound Unit: Heimerdinger, Inventor. I have all [T] abilities of all friendly legends, units, and gear.","I have all [T] abilities of all friendly legends, units, and gear.",FULL,,Full_Card_Audit.json
OGN-140/298,Herald of Scales,unit,body,"Your Dragons' Energy costs are reduced by [2], to a minimum of [1].","Riftbound Unit: Herald of Scales. Your Dragons' Energy costs are reduced by [2], to a minimum of [1].","Your Dragons' Energy costs are reduced by [2], to a minimum of [1].",FULL,,Full_Card_Audit.json
SFD-155/221,Honest Broker,unit,order,"[Deathknell] — Play a Gold gear token exhausted.  (When I die, get the effect.)","Riftbound Unit: Honest Broker. [Deathknell] — Play a Gold gear token exhausted. (When I die, get the effect.)","[Deathknell] — Play a Gold gear token exhausted. (When I die, get the effect.)",UNKNOWN,,
OGN-037/298,Immortal Phoenix,unit,fury,"[Assault 2] (+2 [S] while I'm an attacker.)
When you kill a unit with a spell, you may pay \[1]\[C] to play me from your trash.","Riftbound Unit: Immortal Phoenix. [Assault 2] (+2 [S] while I'm an attacker.)
When you kill a unit with a spell, you may pay [1][C] to play me from your trash.","[Assault 2] (+2 [S] while I'm an attacker.) When you kill a unit with a spell, Optional: pay \[1]\[C] to play me from your trash.",UNSUPPORTED,Flags: TRIGGER_UNSUPPORTED: When you kill a unit with a spell,Full_Card_Audit.json
SFD-225/221,"Irelia, Fervent",unit,calm,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
When you choose or ready me, give me +1 [S] this turn.","Riftbound Unit: Irelia, Fervent. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
When you choose or ready me, give me +1 [S] this turn.","[Deflect] (Opponents must pay [A] to choose me with a spell or ability.) When you choose or ready me, give me +1 [S] this turn.",PARTIAL,Flags: TURN_SCOPED_TRIGGER,problems.json
SFD-141a/221,"Irelia, Graceful",unit,chaos,Your spells that choose me cost [1] or [A] less.,"Riftbound Unit: Irelia, Graceful. Your spells that choose me cost [1] or [A] less.",Your spells that choose me cost [1] or [A] less.,UNKNOWN,,
SFD-142/221,Jae Medarda,unit,chaos,"When you choose me with a spell, draw 1.","Riftbound Unit: Jae Medarda. When you choose me with a spell, draw 1.","When you choose me with a spell, draw 1.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you choose me with a spell,problems.json
SFD-053/221,"Janna, Savior",unit,calm,"[Reaction]  (Play any time, even before spells and abilities resolve, including to a battlefield you control.) 
When you play me, heal your units here, then move an enemy unit from here to its base.","Riftbound Unit: Janna, Savior. [Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
When you play me, heal your units here, then move an enemy unit from here to its base.","[Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.) On play, heal your units here, then move an enemy unit from here to its base.",UNKNOWN,,
SFD-103/221,Jaull-Fish,unit,body,"[Accelerate]**   ** (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
I cost [2] less for each of your [Mighty] units.  (A unit is Mighty while it has 5+ [S].)","Riftbound Unit: Jaull-Fish. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
I cost [2] less for each of your [Mighty] units. (A unit is Mighty while it has 5+ [S].)",[Accelerate]** ** (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) I cost [2] less for each of your [Mighty] units. (A unit is Mighty while it has 5+ [S].),PARTIAL,"Flags: SCALING_EFFECT, ADDITIONAL_COST",problems.json
SFD-054a/221,"Jax, Unmatched",unit,calm,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
Each Equipment in your hand has [Quick-Draw].  (It gains [Reaction]. When you play it, attach it to a unit you control.)","Riftbound Unit: Jax, Unmatched. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
Each Equipment in your hand has [Quick-Draw]. (It gains [Reaction]. When you play it, attach it to a unit you control.)","[Deflect] (Opponents must pay [A] to choose me with a spell or ability.) Each Equipment in your hand has [Quick-Draw]. (It gains [Reaction]. When you play it, attach it to a unit you control.)",UNKNOWN,,
SFD-119a/221,"Jax, Unrelenting",unit,body,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) 
When you attach an Equipment to me, you may pay [1] to draw 1.","Riftbound Unit: Jax, Unrelenting. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)
When you attach an Equipment to me, you may pay [1] to draw 1.","[Weaponmaster] (On play, Optional: [Equip] one of your Equipment to me for [A] less, even if it's already attached.) When you attach an Equipment to me, Optional: pay [1] to draw 1.",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
SFD-084/221,"Jayce, Man of Progress",unit,mind,"When you play me, you may kill a friendly gear. If you do, you may play a gear with Energy cost no more than [7] from hand this turn, ignoring its Energy cost.  (You must still pay its Power cost.)","Riftbound Unit: Jayce, Man of Progress. When you play me, you may kill a friendly gear. If you do, you may play a gear with Energy cost no more than [7] from hand this turn, ignoring its Energy cost. (You must still pay its Power cost.)","On play, Optional: kill a friendly gear. If you do, Optional: play a gear with Energy cost no more than [7] from hand this turn, ignoring its Energy cost. (You must still pay its Power cost.)",PARTIAL,Flags: IF_YOU_DO_BRANCH,problems.json
OGN-086/298,Jeweled Colossus,unit,mind,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
[Shield]** **(+1 [S] while I'm a defender.)","Riftbound Unit: Jeweled Colossus. [Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
[Shield] (+1 [S] while I'm a defender.)","[Vision] (On play, look at the top card of your Main Deck. Optional: recycle it.) [Shield]** **(+1 [S] while I'm a defender.)",FULL,,Full_Card_Audit.json
OGN-030a/298,"Jinx, Demolitionist",unit,fury,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
[Assault 2] (+2 [S] while I'm an attacker.)
When you play me, discard 2.","Riftbound Unit: Jinx, Demolitionist. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)","[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) [Assault 2] (+2 [S] while I'm an attacker.) On play, discard 2.",FULL,,Full_Card_Audit.json
OGN-202/298,"Jinx, Rebel",unit,chaos,"When you discard one or more cards, ready me and give me +1 [S] this turn.","Riftbound Unit: Jinx, Rebel. When you discard one or more cards, ready me and give me +1 [S] this turn.","When you discard one or more cards, ready me and give me +1 [S] this turn.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you discard one or more cards,Full_Card_Audit.json
OGN-038/298,Kadregrin the Infernal,unit,fury,"When you play me, draw 1 for each of your [Mighty] units. (A unit is Mighty while it has 5+ [S].)","Riftbound Unit: Kadregrin the Infernal. When you play me, draw 1 for each of your [Mighty] units. (A unit is Mighty while it has 5+ [S].)","On play, draw 1 for each of your [Mighty] units. (A unit is Mighty while it has 5+ [S].)",PARTIAL,Flags: SCALING_EFFECT,problems.json
OGN-112a/298,"Kai'Sa, Evolutionary",unit,mind,"[Ganking] (I can move from battlefield to battlefield.)
When I conquer, you may play a spell from your trash with Energy cost.)","Riftbound Unit: Kai'Sa, Evolutionary. [Ganking] (I can move from battlefield to battlefield.)
When I conquer, you may play a spell from your trash with Energy cost.)","[Ganking] (I can move from battlefield to battlefield.) When I conquer, Optional: play a spell from your trash with Energy cost.)",UNSUPPORTED,"Flags: TRIGGER_UNSUPPORTED: When I conquer, KEYWORD_UNSUPPORTED: Ganking",Full_Card_Audit.json
OGN-039/298,"Kai'Sa, Survivor",unit,fury,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
When I conquer, draw 1.""","Riftbound Unit: Kai'Sa, Survivor. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)","[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) When I conquer, draw 1.""",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When I conquer,Full_Card_Audit.json
OGN-236/298,"Karthus, Eternal",unit,order,Your [Deathknell] effects trigger an additional time.,"Riftbound Unit: Karthus, Eternal. Your [Deathknell] effects trigger an additional time.",Your [Deathknell] effects trigger an additional time.,UNSUPPORTED,Flags: KEYWORD_UNSUPPORTED: Deathknell,Full_Card_Audit.json
SFD-112/221,Kato the Arm,unit,body,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
When I move to a battlefield, give a friendly unit my keywords and +[S] equal to my Might this turn.","Riftbound Unit: Kato the Arm. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
When I move to a battlefield, give a friendly unit my keywords and +[S] equal to my Might this turn.","[Deflect] (Opponents must pay [A] to choose me with a spell or ability.) When I move to a battlefield, give a friendly unit my keywords and +[S] equal to my Might this turn.",PARTIAL,Flags: TURN_SCOPED_TRIGGER,problems.json
OGN-189/298,"Kayn, Unleashed",unit,chaos,"[Ganking] (I can move from battlefield to battlefield.)
If I have moved twice this turn, I don't take damage.","Riftbound Unit: Kayn, Unleashed. [Ganking] (I can move from battlefield to battlefield.)
If I have moved twice this turn, I don't take damage.","[Ganking] (I can move from battlefield to battlefield.) If I have moved twice this turn, I don't take damage.",UNSUPPORTED,"Flags: TRIGGER_UNSUPPORTED: If I have moved twice this turn, KEYWORD_UNSUPPORTED: Ganking",Full_Card_Audit.json
OGN-141/298,Kinkou Monk,unit,body,"When you play me, buff two other friendly units. (Each one that doesn't have a buff gets a +1 [S] buff.)","Riftbound Unit: Kinkou Monk. When you play me, buff two other friendly units. (Each one that doesn't have a buff gets a +1 [S] buff.)","On play, buff two other friendly units. (Each one that doesn't have a buff gets a +1 [S] buff.)",FULL,,Full_Card_Audit.json
