Name,Collector Number,Card Link,Rarity,Domain 1,Domain 2,types,Subtype 1,Subtype 2,Subtype 3,Subtype 4,Subtype 5,supertypes,cmc,Energy,Power,Total Cost,Might,Description,ALT TEXT,Tags
Flame Chompers,OGN-006/298,https://riftdecks.com/cards/details-flame-chompers,common,fury,,unit,zaun,,,,,,3,3,,3,3,"When you discard me, you may pay [C] to play me.","Riftbound Unit: Flame Chompers. When you discard me, you may pay [C] to play me.",
Forecaster,SFD-065/221,https://riftdecks.com/cards/details-forecaster,common,mind,,unit,mech,yordle,bandlecity,,,,2,2,,2,2,"Your Mechs have [Vision].  (When you play us, look at the top card of your Main Deck. You may recycle it.) ","Riftbound Unit: Forecaster. Your Mechs have [Vision]. (When you play us, look at the top card of your Main Deck. You may recycle it.)",
Frostcoat Cub,SFD-067/221,https://riftdecks.com/cards/details-frostcoat-cub,common,mind,,unit,dog,freljord,,,,,3,3,,3,3,"You may pay [C] as an additional cost to play me.
When you play me, if you paid the additional cost, give a unit -2 [S] this turn.","Riftbound Unit: Frostcoat Cub. You may pay [C] as an additional cost to play me.
When you play me, if you paid the additional cost, give a unit -2 [S] this turn.",
"Garen, Commander",OGS-013/024,https://riftdecks.com/cards/details-garen-commander,epic,order,,unit,elite,garen,demacia,,,champion,6,6,C,6C,5,Other friendly units have +1 [S] here.,"Riftbound Unit: Garen, Commander. Other friendly units have +1 [S] here.",
"Garen, Rugged",OGS-007/024,https://riftdecks.com/cards/details-garen-rugged,rare,body,,unit,elite,garen,demacia,,,champion,6,6,C,6C,5,"[Assault 2], [Shield 2] (+2 [S] while I'm an attacker or defender.)","Riftbound Unit: Garen, Rugged. [Assault 2], [Shield 2] (+2 [S] while I'm an attacker or defender.)",
Gearhead,SFD-068/221,https://riftdecks.com/cards/details-gearhead,common,mind,,unit,zaun,,,,,,5,5,,5,3,"[Accelerate]**   ** (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
Each Equipment attached to me gives double its base Might bonus.","Riftbound Unit: Gearhead. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
Each Equipment attached to me gives double its base Might bonus.",
Gem Jammer,SFD-007/221,https://riftdecks.com/cards/details-gem-jammer,common,fury,,unit,mech,bandlecity,,,,,2,2,,2,2,"When you play me, give a unit [Ganking] this turn.  (It can move from battlefield to battlefield.) ","Riftbound Unit: Gem Jammer. When you play me, give a unit [Ganking] this turn. (It can move from battlefield to battlefield.)",
Gemcraft Seer,OGN-100/298,https://riftdecks.com/cards/details-gemcraft-seer,uncommon,mind,,unit,mounttargon,,,,,,3,3,C,3C,3,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
Other friendly units have [Vision].","Riftbound Unit: Gemcraft Seer. [Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
Other friendly units have [Vision].",
Glasc Mixologist,SFD-165/221,https://riftdecks.com/cards/details-glasc-mixologist,uncommon,order,,unit,zaun,,,,,,5,5,C,5C,5,"[Deathknell] — You may play a unit with cost no more than [3] and no more than [A] from your trash, ignoring its cost. ( When I die, get the effect.) ","Riftbound Unit: Glasc Mixologist. [Deathknell] — You may play a unit with cost no more than [3] and no more than [A] from your trash, ignoring its cost. (When I die, get the effect.)",
Guardian of the Passage,SFD-035/221,https://riftdecks.com/cards/details-guardian-of-the-passage,common,calm,,unit,spirit,shadowisles,,,,,6,6,,6,6,"When I hold, you may return a unit or gear from your trash to your hand.","Riftbound Unit: Guardian of the Passage. When I hold, you may return a unit or gear from your trash to your hand.",
Harnessed Dragon,OGN-234/298,https://riftdecks.com/cards/details-harnessed-dragon,rare,order,,unit,dragon,demacia,,,,,8,8,CC,8CC,6,"When you play me, kill an enemy unit.","Riftbound Unit: Harnessed Dragon. When you play me, kill an enemy unit.",
Harpoon Squad,SFD-137/221,https://riftdecks.com/cards/details-harpoon-squad,uncommon,chaos,,unit,pirate,...,,,,,,,,,,,,
"Heimerdinger, Inventor",OGN-111/298,https://riftdecks.com/cards/details-heimerdinger-inventor,rare,mind,,unit,yordle,heimerdinger,piltover,,,champion,3,3,C,3C,3,"I have all [T] abilities of all friendly legends, units, and gear.","Riftbound Unit: Heimerdinger, Inventor. I have all [T] abilities of all friendly legends, units, and gear.",
Herald of Scales,OGN-140/298,https://riftdecks.com/cards/details-herald-of-scales,uncommon,body,,unit,mounttargon,,,,,,4,4,,4,3,"Your Dragons' Energy costs are reduced by [2], to a minimum of [1].","Riftbound Unit: Herald of Scales. Your Dragons' Energy costs are reduced by [2], to a minimum of [1].",
Honest Broker,SFD-155/221,https://riftdecks.com/cards/details-honest-broker,common,order,,unit,ionia,,,,,,2,2,,2,2,"[Deathknell] — Play a Gold gear token exhausted.  (When I die, get the effect.) ","Riftbound Unit: Honest Broker. [Deathknell] — Play a Gold gear token exhausted. (When I die, get the effect.)",
Immortal Phoenix,OGN-037/298,https://riftdecks.com/cards/details-immortal-phoenix,epic,fury,,unit,spirit,,,,,,3,3,C,3C,3,"[Assault 2] (+2 [S] while I'm an attacker.)
When you kill a unit with a spell, you may pay \[1]\[C] to play me from your trash.","Riftbound Unit: Immortal Phoenix. [Assault 2] (+2 [S] while I'm an attacker.)
When you kill a unit with a spell, you may pay [1][C] to play me from your trash.",
"Irelia, Fervent",SFD-225/221,https://riftdecks.com/cards/details-irelia-fervent,showcase,calm,,unit,irelia,ionia,,,,champion,5,5,,5,4,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
When you choose or ready me, give me +1 [S] this turn.","Riftbound Unit: Irelia, Fervent. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
When you choose or ready me, give me +1 [S] this turn.",
"Irelia, Graceful",SFD-141a/221,https://riftdecks.com/cards/details-irelia-graceful,showcase,chaos,,unit,irelia,ionia,,,,champion,4,4,C,4C,4,Your spells that choose me cost [1] or [A] less.,"Riftbound Unit: Irelia, Graceful. Your spells that choose me cost [1] or [A] less.",
Jae Medarda,SFD-142/221,https://riftdecks.com/cards/details-jae-medarda,rare,chaos,,unit,noxus,,,,,,5,5,CC,5CC,5,"When you choose me with a spell, draw 1.","Riftbound Unit: Jae Medarda. When you choose me with a spell, draw 1.",
"Janna, Savior",SFD-053/221,https://riftdecks.com/cards/details-janna-savior,rare,calm,,unit,janna,zaun,,,,champion,3,3,C,3C,3,"[Reaction]  (Play any time, even before spells and abilities resolve, including to a battlefield you control.) 
When you play me, heal your units here, then move an enemy unit from here to its base.","Riftbound Unit: Janna, Savior. [Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
When you play me, heal your units here, then move an enemy unit from here to its base.",
Jaull-Fish,SFD-103/221,https://riftdecks.com/cards/details-jaull-fish,uncommon,body,,unit,bilgewater,,,,,,7,7,CC,7CC,6,"[Accelerate]**   ** (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
I cost [2] less for each of your [Mighty] units.  (A unit is Mighty while it has 5+ [S].) ","Riftbound Unit: Jaull-Fish. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
I cost [2] less for each of your [Mighty] units. (A unit is Mighty while it has 5+ [S].)",
"Jax, Unmatched",SFD-054a/221,https://riftdecks.com/cards/details-jax-unmatched,showcase,calm,,unit,jax,icathia,,,,champion,5,5,C,5C,5,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
Each Equipment in your hand has [Quick-Draw].  (It gains [Reaction]. When you play it, attach it to a unit you control.) ","Riftbound Unit: Jax, Unmatched. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
Each Equipment in your hand has [Quick-Draw]. (It gains [Reaction]. When you play it, attach it to a unit you control.)",
"Jax, Unrelenting",SFD-119a/221,https://riftdecks.com/cards/details-jax-unrelenting,showcase,body,,unit,jax,icathia,,,,champion,4,4,C,4C,3,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.) 
When you attach an Equipment to me, you may pay [1] to draw 1.","Riftbound Unit: Jax, Unrelenting. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)
When you attach an Equipment to me, you may pay [1] to draw 1.",
"Jayce, Man of Progress",SFD-084/221,https://riftdecks.com/cards/details-jayce-man-of-progress,rare,mind,,unit,jayce,piltover,,,,champion,4,4,,4,4,"When you play me, you may kill a friendly gear. If you do, you may play a gear with Energy cost no more than [7] from hand this turn, ignoring its Energy cost.  (You must still pay its Power cost.) ","Riftbound Unit: Jayce, Man of Progress. When you play me, you may kill a friendly gear. If you do, you may play a gear with Energy cost no more than [7] from hand this turn, ignoring its Energy cost. (You must still pay its Power cost.)",
Jeweled Colossus,OGN-086/298,https://riftdecks.com/cards/details-jeweled-colossus,common,mind,,unit,mounttargon,,,,,,5,5,,5,5,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
[Shield]** **(+1 [S] while I'm a defender.)","Riftbound Unit: Jeweled Colossus. [Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
[Shield] (+1 [S] while I'm a defender.)",
"Jinx, Demolitionist",OGN-030a/298,https://riftdecks.com/cards/details-jinx-demolitionist,showcase,fury,,unit,jinx,zaun,,,,champion,3,3,C,3C,4,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
[Assault 2] (+2 [S] while I'm an attacker.)
When you play me, discard 2.","Riftbound Unit: Jinx, Demolitionist. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)",
"Jinx, Rebel",OGN-202/298,https://riftdecks.com/cards/details-jinx-rebel,epic,chaos,,unit,jinx,zaun,,,,champion,5,5,C,5C,5,"When you discard one or more cards, ready me and give me +1 [S] this turn.","Riftbound Unit: Jinx, Rebel. When you discard one or more cards, ready me and give me +1 [S] this turn.",
Kadregrin the Infernal,OGN-038/298,https://riftdecks.com/cards/details-kadregrin-the-infernal,epic,fury,,unit,dragon,demacia,,,,,9,9,CC,9CC,9,"When you play me, draw 1 for each of your [Mighty] units. (A unit is Mighty while it has 5+ [S].)","Riftbound Unit: Kadregrin the Infernal. When you play me, draw 1 for each of your [Mighty] units. (A unit is Mighty while it has 5+ [S].)",
"Kai'Sa, Evolutionary",OGN-112a/298,https://riftdecks.com/cards/details-kaisa-evolutionary,showcase,mind,,unit,kaisa,thevoid,,,,champion,6,6,C,6C,6,"[Ganking] (I can move from battlefield to battlefield.)
When I conquer, you may play a spell from your trash with Energy cost.)","Riftbound Unit: Kai'Sa, Evolutionary. [Ganking] (I can move from battlefield to battlefield.)
When I conquer, you may play a spell from your trash with Energy cost.)",
"Kai'Sa, Survivor",OGN-039/298,https://riftdecks.com/cards/details-kaisa-survivor,epic,fury,,unit,kaisa,thevoid,,,,champion,4,4,,4,4,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
When I conquer, draw 1.""","Riftbound Unit: Kai'Sa, Survivor. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)",
"Karthus, Eternal",OGN-236/298,https://riftdecks.com/cards/details-karthus-eternal,rare,order,,unit,spirit,karthus,shadowisles,,,champion,3,3,C,3C,3,Your [Deathknell] effects trigger an additional time.,"Riftbound Unit: Karthus, Eternal. Your [Deathknell] effects trigger an additional time.",
Kato the Arm,SFD-112/221,https://riftdecks.com/cards/details-kato-the-arm,rare,body,,unit,noxus,,,,,,4,4,C,4C,3,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
When I move to a battlefield, give a friendly unit my keywords and +[S] equal to my Might this turn.","Riftbound Unit: Kato the Arm. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
When I move to a battlefield, give a friendly unit my keywords and +[S] equal to my Might this turn.",
"Kayn, Unleashed",OGN-189/298,https://riftdecks.com/cards/details-kayn-unleashed,rare,chaos,,unit,kayn,ionia,,,,champion,6,6,C,6C,6,"[Ganking] (I can move from battlefield to battlefield.)
If I have moved twice this turn, I don't take damage.","Riftbound Unit: Kayn, Unleashed. [Ganking] (I can move from battlefield to battlefield.)
If I have moved twice this turn, I don't take damage.",
Kinkou Monk,OGN-141/298,https://riftdecks.com/cards/details-kinkou-monk,uncommon,body,,unit,ionia,,,,,,4,4,C,4C,4,"When you play me, buff two other friendly units. (Each one that doesn't have a buff gets a +1 [S] buff.)","Riftbound Unit: Kinkou Monk. When you play me, buff two other friendly units. (Each one that doesn't have a buff gets a +1 [S] buff.)",
"Kog'Maw, Caustic",OGN-190/298,https://riftdecks.com/cards/details-kogmaw-caustic,rare,chaos,,unit,kogmaw,thevoid,,,,champion,3,3,C,3C,1,"[Deathknell] — Deal 4 to all units at my battlefield. (When I die, get the effect.)","Riftbound Unit: Kog'Maw, Caustic. [Deathknell] — Deal 4 to all units at my battlefield. (When I die, get the effect.)",
Kraken Hunter,OGN-150/298,https://riftdecks.com/cards/details-kraken-hunter,rare,body,,unit,pirate,bilgewater,,,,,3,3,CC,3CC,5,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
[Assault] (+1 [S] while I'm an attacker.) 
As you play me, you may spend any number of buffs as an additional cost. Reduce my cost by [C] for each buff you spend.","Riftbound Unit: Kraken Hunter. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.) [Assault] (+1 [S] while I'm an attacker.) As you play me, you may spend any number of buffs as an additional cost. Reduce my cost by [C] for each buff you spend.",
Laurent Bladekeeper,SFD-096/221,https://riftdecks.com/cards/details-laurent-bladekeeper,common,body,,unit,demacia,,,,,,3,3,,3,3,Ganking  (I can move from battlefield to battlefield.) ,Riftbound Unit: Laurent Bladekeeper. Ganking (I can move from battlefield to battlefield.),
Laurent Duelist,SFD-156/221,https://riftdecks.com/cards/details-laurent-duelist,common,order,,unit,demacia,,,,,,4,4,,4,3,[Assault 2]  (+2 [S] while I'm an attacker.) ,Riftbound Unit: Laurent Duelist. [Assault 2] (+2 [S] while I'm an attacker.),
Lecturing Yordle,OGN-087/298,https://riftdecks.com/cards/details-lecturing-yordle,common,mind,,unit,yordle,bandlecity,,,,,3,3,,3,2,"[Tank] (I must be assigned combat damage first.)
When you play me, draw 1.","Riftbound Unit: Lecturing Yordle. [Tank] (I must be assigned combat damage first.)
When you play me, draw 1.",
"Lee Sin, Ascetic",OGN-078/298,https://riftdecks.com/cards/details-lee-sin-ascetic,epic,calm,,unit,leesin,ionia,,,,champion,5,5,C,5C,5,"[Shield] (+1 [S] while I'm a defender.)
[T]: Buff me. (I get a +1 [S] buff.)
I can have any number of buffs.","Riftbound Unit: Lee Sin, Ascetic. [Shield] (+1 [S] while I'm a defender.)
[T]: Buff me. (I get a +1 [S] buff.)
I can have any number of buffs.",
